peers,peers_seen_r,dependencies,ix_id
2,0.5,0,1127
2,0.5,0,234
2,0.5,0,2457
2,0.5,0,3448
2,0.5,0,3553
2,0.5,0,428
2,0.5,0,476
2,0.5,0,615
2,0.5,0,760
3,0.3333333333333333,0,2799
3,0.3333333333333333,0,3303
3,0.3333333333333333,0,3871
4,0.25,0,1105
4,0.25,0,2320
4,0.25,0,2558
4,0.25,0,3440
4,0.25,0,672
5,0.2,0,2414
5,0.2,0,257
5,0.2,0,2624
5,0.2,0,3322
5,0.2,0,3477
5,0.2,0,957
6,0.16666666666666666,0,1038
6,0.16666666666666666,0,2318
6,0.16666666666666666,0,256
6,0.16666666666666666,0,2563
6,0.16666666666666666,0,3160
6,0.16666666666666666,0,334
6,0.16666666666666666,0,381
6,0.16666666666666666,0,607
7,0.14285714285714285,0,3079
7,0.14285714285714285,0,3230
7,0.14285714285714285,0,3548
7,0.14285714285714285,0,3633
7,0.2857142857142857,0,2572
7,0.2857142857142857,0,3775
7,0.42857142857142855,0,2239
8,0.125,0,1201
8,0.125,0,1991
8,0.125,0,2070
8,0.125,0,2301
8,0.125,0,2569
8,0.125,0,2584
8,0.125,0,3671
9,0.1111111111111111,0,1307
9,0.1111111111111111,0,2551
9,0.1111111111111111,0,3090
9,0.1111111111111111,0,3195
9,0.1111111111111111,0,638
9,0.1111111111111111,0,727
9,0.1111111111111111,0,822
9,0.2222222222222222,0,796
10,0.1,0,1160
10,0.1,0,2552
10,0.1,0,3480
10,0.1,0,378
10,0.1,0,778
10,0.1,0,810
10,0.1,0,940
10,0.2,0,2722
10,0.2,0,762
10,0.3,0,3616
10,0.5,0,1042
11,0.09090909090909091,0,2830
11,0.09090909090909091,0,3212
11,0.09090909090909091,0,322
12,0.08333333333333333,0,1516
12,0.08333333333333333,0,2362
12,0.16666666666666666,0,393
12,0.25,0,226
12,0.5833333333333334,0,1174
13,0.07692307692307693,0,1171
13,0.07692307692307693,0,3428
13,0.07692307692307693,0,776
13,0.15384615384615385,0,1032
13,0.15384615384615385,0,313
13,0.15384615384615385,0,421
13,0.15384615384615385,0,512
14,0.07142857142857142,0,88
15,0.06666666666666667,0,192
15,0.13333333333333333,0,3568
15,0.13333333333333333,0,563
15,0.13333333333333333,0,628
16,0.0625,0,1519
16,0.0625,0,2036
16,0.0625,0,2253
16,0.0625,0,3087
16,0.0625,0,851
16,0.1875,0,380
16,0.3125,0,85
17,0.058823529411764705,0,2849
17,0.058823529411764705,0,3702
17,0.058823529411764705,0,673
17,0.11764705882352941,0,377
17,0.17647058823529413,0,1984
17,0.17647058823529413,0,2628
17,0.29411764705882354,0,906
18,0.05555555555555555,0,528
18,0.1111111111111111,0,1276
18,0.1111111111111111,0,2797
18,0.1111111111111111,0,422
18,0.16666666666666666,0,1829
18,0.3888888888888889,0,373
18,0.5,0,253
19,0.10526315789473684,0,1896
19,0.10526315789473684,0,2131
19,0.15789473684210525,0,3378
19,0.3684210526315789,0,1999
20,0.05,0,3185
20,0.05,0,709
20,0.4,0,319
20,0.55,0,1056
21,0.047619047619047616,0,328
21,0.14285714285714285,0,542
21,0.23809523809523808,0,526
21,0.38095238095238093,0,2088
22,0.045454545454545456,0,1522
22,0.045454545454545456,0,1927
22,0.045454545454545456,0,2631
22,0.045454545454545456,0,3211
22,0.22727272727272727,0,948
22,0.36363636363636365,0,1869
22,0.45454545454545453,0,135
23,0.043478260869565216,0,2381
23,0.043478260869565216,0,3096
23,0.08695652173913043,0,2822
23,0.17391304347826086,0,204
24,0.08333333333333333,0,2835
24,0.08333333333333333,0,627
24,0.16666666666666666,0,1131
24,0.2916666666666667,0,2658
24,0.3333333333333333,0,435
25,0.16,0,2086
25,0.24,0,1175
25,0.28,0,3789
25,0.28,0,9
25,0.32,0,711
25,0.32,0,881
25,0.48,0,228
26,0.038461538461538464,0,2756
26,0.15384615384615385,0,2078
26,0.34615384615384615,0,230
26,0.4230769230769231,0,3446
26,0.4230769230769231,0,859
26,0.46153846153846156,0,1925
27,0.037037037037037035,0,241
27,0.037037037037037035,0,944
27,0.1111111111111111,0,1332
27,0.1111111111111111,0,2291
27,0.4074074074074074,0,575
27,0.4444444444444444,0,361
28,0.03571428571428571,0,2210
28,0.14285714285714285,0,223
28,0.42857142857142855,0,707
29,0.10344827586206896,0,348
29,0.2413793103448276,0,1812
29,0.41379310344827586,0,829
30,0.1,0,866
30,0.16666666666666666,0,11
31,0.3225806451612903,0,708
31,0.4838709677419355,0,703
32,0.03125,0,314
32,0.15625,0,34
33,0.030303030303030304,0,538
33,0.030303030303030304,0,78
34,0.29411764705882354,0,415
34,0.38235294117647056,0,303
34,0.5,0,543
35,0.02857142857142857,0,2786
35,0.6571428571428571,0,809
36,0.16666666666666666,0,603
36,0.2222222222222222,0,869
36,0.5555555555555556,0,965
38,0.10526315789473684,0,2585
39,0.05128205128205128,0,225
39,0.07692307692307693,0,745
39,0.28205128205128205,0,97
41,0.024390243902439025,0,818
41,0.14634146341463414,0,2762
41,0.24390243902439024,0,986
41,0.2682926829268293,0,301
42,0.16666666666666666,0,453
43,0.18604651162790697,0,691
43,0.3488372093023256,0,311
44,0.045454545454545456,0,2588
44,0.13636363636363635,0,98
44,0.29545454545454547,0,2531
44,0.4090909090909091,0,299
44,0.4090909090909091,0,73
45,0.15555555555555556,0,1285
46,0.021739130434782608,0,2005
46,0.06521739130434782,0,2345
46,0.2608695652173913,0,706
47,0.44680851063829785,0,62
48,0.020833333333333332,0,72
48,0.4166666666666667,0,1668
48,0.5625,0,2718
49,0.10204081632653061,0,1235
50,0.02,0,1623
50,0.1,0,2741
51,0.09803921568627451,0,209
51,0.09803921568627451,0,777
53,0.1320754716981132,0,1026
53,0.22641509433962265,0,176
54,0.16666666666666666,0,1449
54,0.24074074074074073,0,577
55,0.21818181818181817,0,347
57,0.3157894736842105,0,193
58,0.25862068965517243,0,3019
60,0.13333333333333333,0,83
60,0.31666666666666665,0,2868
61,0.4098360655737705,0,1086
62,0.016129032258064516,0,3416
63,0.015873015873015872,0,2516
63,0.015873015873015872,0,387
64,0.046875,0,3512
64,0.078125,0,107
64,0.1875,0,662
66,0.19696969696969696,0,2031
67,0.13432835820895522,0,3299
67,0.19402985074626866,0,556
68,0.14705882352941177,0,175
71,0.16901408450704225,0,909
73,0.2054794520547945,0,2845
73,0.2054794520547945,0,297
74,0.21621621621621623,0,2847
75,0.29333333333333333,0,344
79,0.012658227848101266,0,2587
79,0.012658227848101266,0,3756
79,0.11392405063291139,0,576
79,0.31645569620253167,0,587
80,0.2625,0,145
81,0.1111111111111111,0,155
81,0.24691358024691357,0,610
81,0.2962962962962963,0,705
81,0.345679012345679,0,984
82,0.012195121951219513,0,52
82,0.4268292682926829,0,1998
84,0.2857142857142857,0,2761
85,0.023529411764705882,0,1786
86,0.11627906976744186,0,2343
86,0.13953488372093023,0,786
87,0.21839080459770116,0,564
89,0.4157303370786517,0,178
93,0.010752688172043012,0,452
94,0.3617021276595745,0,1149
103,0.21359223300970873,0,165
103,0.4174757281553398,0,481
103,0.5242718446601942,0,880
124,0.016129032258064516,0,1228
125,0.48,0,87
130,0.6076923076923076,0,779
132,0.5984848484848485,0,174
140,0.5142857142857142,0,129
153,0.49673202614379086,0,22
166,0.15060240963855423,0,74
246,0.4634146341463415,0,597
289,0.0034602076124567475,0,2476
2,0.5,1,3750
2,0.5,1,602
3,0.3333333333333333,1,1151
3,0.3333333333333333,1,2050
3,0.3333333333333333,1,2124
3,0.3333333333333333,1,2611
3,0.3333333333333333,1,3117
4,0.25,1,993
5,0.2,2,1982
6,0.16666666666666666,1,2250
6,0.5,1,1421
7,0.14285714285714285,1,514
7,0.14285714285714285,2,1663
8,0.125,1,3384
9,0.2222222222222222,2,1679
10,0.1,1,1981
12,0.08333333333333333,1,1019
13,0.23076923076923078,1,2729
14,0.07142857142857142,2,1262
15,0.06666666666666667,1,1508
15,0.06666666666666667,1,1790
15,0.06666666666666667,1,89
16,0.1875,1,2004
17,0.058823529411764705,1,1423
17,0.058823529411764705,1,3168
17,0.058823529411764705,2,2299
17,0.11764705882352941,1,2836
18,0.05555555555555555,1,2353
18,0.05555555555555555,2,93
19,0.21052631578947367,1,1002
20,0.05,1,983
20,0.05,2,3739
20,0.1,1,1212
20,0.2,1,833
20,0.25,2,1154
21,0.19047619047619047,1,3473
22,0.045454545454545456,1,3903
22,0.22727272727272727,1,2815
23,0.043478260869565216,1,43
24,0.2916666666666667,1,1180
25,0.04,1,267
26,0.07692307692307693,1,694
26,0.3076923076923077,1,2496
27,0.48148148148148145,1,212
28,0.21428571428571427,1,350
