bin_timestamp,num_tr,target_ix,target_no_ix,no_target_ix,no_target_no_ix,target_ix_rtt_count,target_ix_rtt_avg,target_no_ix_rtt_count,target_no_ix_rtt_avg
1523350800,8696,7817,859,7,13,7810,75.1832052710201,858,80.6991961926962
1523351100,6815,6060,739,3,13,6058,71.01387118961162,739,78.00192399639154
1523351400,9083,8193,863,3,24,8192,69.93549328613241,863,75.04266357667056
1523351700,8533,7643,867,2,21,7642,76.51529326965024,867,84.64003440984249
1523352000,6689,5936,740,1,12,5934,71.11605033142364,740,79.1876518018019
1523352300,8985,8058,905,7,15,8055,68.58566207324665,905,83.71421233885822
1523352600,8707,7818,871,6,12,7811,74.78652031323352,870,85.42544118773941
1523352900,6837,6079,743,3,12,6077,70.49900970873787,743,79.94845087483178
1523353200,9054,8152,884,5,13,8151,69.38135811556864,884,81.93143024132729
1523353500,8486,7604,864,4,14,7603,76.13023986145804,864,84.22899922839504
1523353800,6664,5905,750,2,7,5903,71.27615585295604,750,79.6330524444444
1523354100,9040,8128,889,8,15,8125,68.91007554871793,889,79.57517454068247
1523354400,8700,7800,880,6,14,7793,74.88252587792466,879,80.37878327645046
1523354700,6821,6056,743,3,19,6054,71.33561557097227,743,77.27976873037234
1523355000,9064,8187,858,10,9,8186,70.47169270706128,858,74.28122125097131
1523355300,8528,7656,852,4,16,7655,76.30496784236858,852,80.82750136932697
1523355600,6692,5941,741,4,6,5939,71.4447226525227,741,76.59813855150703
1523355900,8986,8088,877,7,14,8085,70.17295689548541,877,78.69880976814892
1523356200,8691,7816,849,7,19,7808,75.6617319202523,849,77.61750726344727
1523356500,6844,6089,740,4,11,6087,70.94914213350827,740,76.63810698198198
1523356800,9080,8199,852,14,15,8198,69.49934752378614,852,73.59470383411589
1523357100,8484,7608,854,6,16,7607,75.83503674247417,854,80.28516100702582
1523357400,6681,5916,751,3,11,5914,71.41522131101365,751,76.20251087438976
1523357700,9032,8127,889,7,9,8123,68.63987795970296,889,76.98879733783276
1523358000,8688,7807,861,7,13,7799,75.67443982134445,861,80.39806871854434
1523358300,6806,6052,741,3,10,6050,71.20639876033039,741,78.4235103463788
1523358600,9078,8178,878,8,14,8177,69.5545206065794,878,80.10366514806374
1523358900,8547,7671,857,6,13,7670,75.7861796501521,857,79.07888350836242
1523359200,6674,6027,638,0,9,6025,71.19181203319533,638,74.59800783699056
1523359500,8974,8258,700,0,16,8255,69.75989648697765,700,70.34888547619052
1523359800,8687,7925,746,1,15,7917,75.6111383941727,746,71.29677390527256
1523360100,6840,6216,607,0,17,6214,71.45054232378506,607,70.55099231191653
1523360400,9071,8348,701,10,12,8347,69.68098186973359,701,67.73486281502619
1523360700,8474,7737,717,2,18,7736,76.51131394346754,717,72.31838354253836
1523361000,6671,6052,610,0,9,6050,70.86879213498659,610,72.28214972677604
1523361300,9027,8293,717,0,17,8289,69.80635732094764,717,69.79057554625749
1523361600,8700,7949,732,1,18,7943,75.77653814679627,731,72.02653853169183
1523361900,6818,6193,610,0,15,6191,71.69466338232935,610,72.20124153005463
1523362200,9084,8366,703,4,11,8365,69.79196481370782,703,68.0163622569938
1523362500,8530,7786,724,3,17,7785,76.87784881609933,724,73.71349815837951
1523362800,6686,6060,618,0,8,6058,71.03466482337389,618,71.75910706580366
1523363100,8983,8260,708,2,13,8256,69.48662144702818,708,71.2394352636534
1523363400,8694,7936,737,3,18,7930,75.91220390920536,736,73.18965217391303
1523363700,6844,6212,618,0,14,6210,71.53782257112185,617,71.51931604538092
1523364000,9067,8336,719,0,12,8335,73.17836446710638,719,67.06583217431613
1523364300,8471,7726,732,0,13,7725,77.19706189859741,732,72.04360997267761
1523364600,6675,6047,621,0,7,6045,71.51444822167069,621,71.73761218464838
1523364900,9021,8253,754,0,14,8249,69.80734796136893,754,69.84869540229892
1523365200,8708,7933,761,0,14,7927,76.01358225053605,760,72.08819451754374
1523365500,6822,6170,641,0,11,6168,71.16532144401208,641,70.66075403016119
1523365800,9060,8319,734,1,6,8318,70.12445521760031,734,67.90024659400544
1523366100,8552,7784,756,1,11,7783,77.54929988436298,756,72.68499779541453
1523366400,6696,6066,622,0,8,6064,71.37036425351795,622,71.34742202572343
1523366700,8964,8193,758,1,12,8189,70.12706816054029,758,70.24373878627974
1523367000,8707,7923,774,0,10,7917,76.76236977390433,773,72.99396442432084
1523367300,6875,6223,642,1,9,6221,71.60397781707125,642,71.96124506749736
1523367600,9063,8314,744,0,5,8313,73.72950218533232,744,68.57277643369171
1523367900,8474,7690,774,0,10,7689,77.31787284865807,774,73.24139254952614
1523368200,6654,5954,694,1,5,5952,71.60564824148749,694,70.22375936599424
1523368500,9034,8234,788,1,11,8231,70.36990266472297,788,70.22729018612517
1523368800,8711,7920,783,1,7,7913,76.03047516744624,782,72.24194607843137
1523369100,6807,6166,634,0,7,6164,71.96125813865457,634,72.24791377497372
1523369400,9085,8336,745,0,4,8335,70.45333567286558,745,69.18938501118575
1523369700,8546,7780,756,1,9,7779,77.73912996529083,756,73.98531878306869
1523370000,6674,6028,639,0,7,6026,71.78436641221357,639,72.39869092331767
1523370300,8979,8216,753,1,9,8212,70.10612218501367,753,69.86800929614883
1523370600,8710,7913,785,0,12,7907,76.42680565743437,784,73.39045301870745
1523370900,6836,6180,649,1,6,6178,72.16974325563844,649,70.36749409347713
1523371200,9056,8309,740,1,6,8308,70.35136733670346,740,69.63359864864873
1523371500,8488,7721,755,0,12,7720,77.5638995466321,755,73.67622428256071
1523371800,6679,6067,609,0,3,6065,71.24252074745822,609,73.73860837438431
1523372100,9025,8281,720,1,23,8278,69.82775503342201,720,71.06795717592593
1523372400,8713,8067,616,0,30,8058,75.92014757590748,615,77.04900867208667
1523372700,6810,6335,467,0,8,6333,71.49780491078478,467,81.17771734475379
1523373000,9072,8472,593,0,7,8471,69.71158117498929,593,77.91793282743117
1523373300,8558,7955,588,2,13,7954,77.2273205305507,588,79.25977749433106
1523373600,6680,6202,470,3,5,6200,71.04116768817225,470,80.36336524822693
1523373900,8990,8353,606,16,15,8350,69.31853019960087,606,76.90797634763476
1523374200,8709,8103,588,5,13,8096,75.51307789855059,587,79.54006785917086
1523374500,6839,6341,480,8,10,6339,70.86728235789033,480,78.69342222222222
1523374800,9075,8440,608,17,10,8439,69.83994928309032,608,75.01733744517539
1523375100,8484,7841,585,38,20,7840,76.59214404761883,585,79.66744558404568
1523375400,6675,6173,474,21,7,6171,70.8292080429968,474,81.48666455696201
1523375700,9040,8380,614,32,14,8376,69.55752433540265,614,76.05116802388716
1523376000,8692,8003,595,84,10,7997,74.84957623692262,594,80.02293265993275
1523376300,6822,6277,475,63,7,6275,70.53554884462136,475,78.33516596491225
1523376600,9098,8447,596,44,11,8446,69.63008501065555,596,77.22252768456379
1523376900,8541,7837,585,95,24,7836,76.53958339714166,585,78.53625441595443
1523377200,6676,6178,463,32,3,6176,70.36402372085514,463,80.47888408927287
1523377500,8990,8347,611,22,10,8344,69.31688718440395,611,77.34964511729402
1523377800,8709,8096,598,9,6,8089,76.29342782379322,597,78.97819095477381
1523378100,6829,6321,488,7,13,6319,71.07192129556397,488,80.81523428961749
1523378400,9087,8465,596,15,11,8464,69.96889762523648,596,76.24185318791946
1523378700,8488,7882,588,6,12,7881,76.86483684388607,588,81.04693140589566
1523379000,6679,6193,474,6,6,6191,71.68099862703939,474,83.12344479606186
1523379300,9001,8359,620,18,4,8356,69.26207389899491,620,75.66658010752681
1523379600,8682,8073,599,4,6,8066,75.64449813001036,598,78.94565217391306
1523379900,6797,6306,478,7,6,6304,71.42057783417934,478,80.42584867503486
1523380200,9109,8485,598,17,9,8484,70.59120393289338,598,77.35848996655525
1523380500,8527,7931,584,4,8,7930,77.63049428331215,584,80.60299086757992
1523380800,6677,6200,465,6,6,6198,71.73798397332506,465,80.01250179211466
1523381100,8974,8343,608,16,7,8340,70.7200965827341,608,76.85811842105267
1523381400,8709,8104,591,4,10,8097,76.24593682845483,590,82.09413163841803
1523381700,6850,6375,468,0,7,6373,72.25118233171185,468,79.58170477207979
1523382000,9063,8462,594,0,7,8461,71.19783019146647,594,76.14554096520767
1523382300,8489,7903,578,1,7,7902,77.72778440057371,578,80.66457871972321
1523382600,6669,6198,462,2,7,6196,72.66344308155824,462,81.77529617604617
1523382900,9026,8395,621,1,9,8392,70.28805050444878,621,77.29294417606015
1523383200,8725,8105,609,0,11,8098,76.38659582612985,608,80.5095191885966
1523383500,6801,6321,470,1,9,6319,72.87909864166267,470,80.4654294326241
1523383800,9081,8473,598,1,9,8472,71.31513021325125,598,75.27550613154963
1523384100,8543,7940,595,0,8,7939,79.43333091909128,595,81.33731904761905
1523384400,6672,6205,462,2,3,6203,73.40153001235973,462,81.30564430014435
1523384700,8974,8356,611,1,6,8353,71.59345189353127,611,78.36519912711402
1523385000,8704,8099,595,0,10,8092,77.58800846103134,594,83.83566778900112
1523385300,6854,6374,469,1,10,6372,73.48290557648059,469,87.36674697938881
1523385600,9058,8451,596,1,10,8450,71.83821087968462,596,78.64994351230426
1523385900,8508,7909,585,2,12,7908,78.31877594419149,584,80.63689069634695
1523386200,6648,6183,459,1,5,6181,73.28444574772158,459,81.18107806826431
1523386500,9026,8416,603,0,7,8413,73.98397143309921,603,74.17002791597572
1523386800,8693,8115,573,1,4,8108,77.78948339089006,572,74.75921503496497
1523387100,6806,6346,452,1,7,6344,74.04134528688535,452,74.07424151917401
1523387400,9047,8463,578,0,6,8462,72.2748792838572,578,71.39808737024212
1523387700,8544,7972,562,1,9,7971,79.12450478819038,562,74.35795255041513
1523388000,6676,6223,442,1,10,6221,73.72926579328077,442,73.24271644042234
1523388300,8975,8372,586,1,16,8369,71.69770034253403,586,73.79177275312855
1523388600,8677,8094,569,4,10,8086,76.892067668398,568,75.66773063380276
1523388900,6833,6367,456,4,6,6365,73.28596949463218,456,72.51023647660826
1523389200,9051,8469,575,2,5,8468,71.58115607778318,575,70.2116898550725
1523389500,8478,7911,558,1,8,7910,78.19500117994095,558,75.0323658900836
1523389800,6672,6237,431,0,4,6235,72.75625017375039,431,74.19815390564582
1523390100,9038,8434,595,2,7,8431,70.88076594314627,595,70.36555658263303
1523390400,8707,8126,575,0,6,8119,77.00827320688116,574,72.70629703832755
1523390700,6795,6327,461,0,7,6325,73.29785540372673,461,72.94940166305138
1523391000,9093,8505,582,3,3,8504,71.53422405142662,582,72.54345360824742
1523391300,8505,7938,556,4,7,7937,77.53333135945599,556,74.50702308153477
1523391600,6663,6208,448,5,2,6206,72.79977446557085,448,72.36997619047625
1523391900,8968,8352,596,14,6,8348,70.72231384762823,596,71.13890212527964
1523392200,8665,8081,572,6,6,8077,76.98134750938895,571,73.80471482778742
1523392500,6842,6374,460,2,6,6372,72.72626038397154,460,70.98401123188412
1523392800,9044,8458,583,0,3,8457,70.55573505183091,583,73.57676357918811
1523393100,8463,7890,566,1,6,7889,77.13512071660948,566,73.70392255594813
1523393400,6663,6213,447,0,3,6211,71.4657875006711,447,70.87216442953024
1523393700,9016,8402,606,2,6,8398,69.90563659998405,606,70.81554757975799
1523394000,8692,8100,580,3,9,8094,82.90452446256471,579,73.73824122049501
1523394300,6797,6335,456,1,5,6333,71.79755542396983,456,70.5299597953216
1523394600,9056,8461,591,0,4,8460,69.89550918045695,591,70.51126931754096
1523394900,8542,7971,559,1,11,7970,76.80792641154385,559,73.09908795468097
1523395200,6699,6230,464,0,5,6228,71.07166754977526,464,70.78207183908047
1523395500,8955,8350,594,5,6,8347,69.6772171239167,594,71.19937233445573
1523395800,8718,8143,567,1,7,8136,75.65550505981638,566,73.298558892815
1523396100,6843,6377,456,1,9,6375,71.52026695424827,456,70.08099232456138
1523396400,9047,8458,582,4,3,8457,69.87113310472574,582,70.67119730813289
1523396700,8500,7938,554,1,7,7938,76.78089722432148,553,72.86404189270642
1523397000,6673,6213,452,2,6,6211,71.16705965222991,452,72.82223451327435
1523397300,9040,8418,600,1,21,8415,69.35521326995452,600,71.27080694444444
1523397600,8690,8092,575,4,19,8085,75.68110340136052,574,73.39387166085949
1523397900,6793,6311,463,2,17,6309,71.06150879695653,463,71.36073722102233
1523398200,9078,8468,589,0,21,8467,69.63872437108765,589,71.49265251839272
1523398500,8540,7953,576,2,9,7953,77.04485378683087,575,72.5284411594202
1523398800,6680,6211,462,2,5,6209,70.90906869061045,462,71.89643398268397
1523399100,8963,8343,608,5,7,8340,69.52227971622703,608,70.47793667763167
1523399400,8701,8108,580,0,13,8101,75.26359507056746,579,72.86049366724241
1523399700,6857,6382,464,0,11,6379,71.0146849035896,464,70.8334748563219
1523400000,9061,8443,604,1,13,8442,69.49236618494832,603,72.14696489773353
1523400300,8481,7874,591,1,15,7873,76.86732351073303,590,73.59587542372884
1523400600,6664,6186,459,3,16,6183,71.47735872553802,459,73.98133696441539
1523400900,9010,8370,608,8,24,8367,72.54198215210556,608,69.31630592105259
1523401200,8690,8037,632,1,20,8030,75.85128067662968,631,70.26919413629153
1523401500,6803,6303,488,1,11,6300,71.40564455026441,488,72.02384255464484
1523401800,9065,8342,693,3,27,8341,69.75923568317158,693,70.32531120731122
1523402100,8523,7799,704,0,20,7799,77.21448709236267,703,74.18436794689421
1523402400,6689,6132,536,1,20,6130,70.46467949972826,536,72.83820615671638
1523402700,8963,8216,715,0,32,8213,69.53712303664923,715,68.50659976689974
1523403000,8698,8049,629,0,20,8042,75.63553322142079,628,74.07323434182591
1523403300,6828,6315,494,2,17,6313,72.53996613865567,494,70.18371558704459
1523403600,9063,8354,684,3,22,8353,70.13953376032595,684,69.01883723196872
1523403900,8465,7808,634,1,22,7807,76.88784691089201,634,73.82120215562564
1523404200,6684,6214,459,1,10,6211,70.69203024204377,459,71.92334894698615
1523404500,9008,8336,658,0,14,8333,69.84272574903002,658,68.61559371833836
