p,dependencies,identifier
0.044270833333333336,1,55879
0.04443359375,1,197298
0.044596354166666664,1,265015
0.044759114583333336,1,20746
0.044921875,1,8816
0.045084635416666664,1,267706
0.045247395833333336,1,8888
0.04541015625,1,32732
0.045572916666666664,1,55947
0.045735677083333336,1,61786
0.0458984375,1,64208
0.046061197916666664,1,393713
0.046223958333333336,1,51184
0.04638671875,1,135462
0.046549479166666664,1,201502
0.046712239583333336,1,201535
0.046875,1,48571
0.047037760416666664,1,24586
0.047200520833333336,1,17813
0.04736328125,1,31304
0.047526041666666664,1,15250
0.047688802083333336,1,12024
0.0478515625,1,208942
0.048014322916666664,1,37315
0.048177083333333336,1,267469
0.04833984375,1,31112
0.048502604166666664,1,52427
0.048665364583333336,1,28230
0.048828125,1,38516
0.048990885416666664,1,62600
0.049153645833333336,1,22689
0.04931640625,1,15766
0.049479166666666664,1,35665
0.049641927083333336,1,63318
0.0498046875,1,328038
0.049967447916666664,1,17429
0.050130208333333336,1,267076
0.05029296875,1,133652
0.050455729166666664,1,39521
0.050618489583333336,1,9993
0.05078125,1,203440
0.050944010416666664,1,266399
0.051106770833333336,1,49801
0.05126953125,1,5503
0.051432291666666664,1,40498
0.051595052083333336,1,27166
0.0517578125,1,53999
0.051920572916666664,1,53185
0.052083333333333336,1,267018
0.05224609375,1,396431
0.052408854166666664,1,132608
0.052571614583333336,1,147133
0.052734375,1,207181
0.052897135416666664,1,37640
0.053059895833333336,1,201201
0.05322265625,1,62807
0.053385416666666664,1,62429
0.053548177083333336,1,57456
0.0537109375,1,7298
0.053873697916666664,1,2688
0.054036458333333336,1,63264
0.05419921875,1,26413
0.054361979166666664,1,24835
0.054524739583333336,1,16186
0.0546875,1,270340
0.054850260416666664,1,270595
0.055013020833333336,1,36305
0.05517578125,1,50156
0.055338541666666664,1,23647
0.055501302083333336,1,266380
0.0556640625,1,21743
0.055826822916666664,1,50780
0.055989583333333336,1,8878
0.05615234375,1,63290
0.056315104166666664,1,52850
0.056477864583333336,1,51164
0.056640625,1,57697
0.056803385416666664,1,42352
0.056966145833333336,1,6360
0.05712890625,1,197580
0.057291666666666664,1,61918
0.057454427083333336,1,63107
0.0576171875,1,45498
0.057779947916666664,1,49584
0.057942708333333336,1,24776
0.05810546875,1,132923
0.058268229166666664,1,29196
0.058430989583333336,1,202087
0.05859375,1,135553
0.058756510416666664,1,27257
0.058919270833333336,1,18675
0.05908203125,1,7633
0.059244791666666664,1,25615
0.059407552083333336,1,11363
0.0595703125,1,41564
0.059733072916666664,1,57858
0.059895833333333336,1,43171
0.06005859375,1,23860
0.060221354166666664,1,23699
0.060384114583333336,1,45014
0.060546875,1,211768
0.060709635416666664,1,8808
0.060872395833333336,1,264750
0.06103515625,1,42947
0.061197916666666664,1,265075
0.061360677083333336,1,137098
0.0615234375,1,394099
0.061686197916666664,1,198853
0.061848958333333336,1,23265
0.06201171875,1,131775
0.062174479166666664,1,134761
0.062337239583333336,1,10206
0.0625,1,268355
0.06266276041666667,1,213220
0.06282552083333333,1,11123
0.06298828125,1,399007
0.06315104166666667,1,17771
0.06331380208333333,1,26076
0.0634765625,1,328148
0.06363932291666667,1,38987
0.06380208333333333,1,196750
0.06396484375,1,2731
0.06412760416666667,1,26209
0.06429036458333333,1,265539
0.064453125,1,48100
0.06461588541666667,1,28375
0.06477864583333333,1,63297
0.06494140625,1,18283
0.06510416666666667,1,203917
0.06526692708333333,1,25746
0.0654296875,1,15009
0.06559244791666667,1,36924
0.06575520833333333,1,397460
0.06591796875,1,9910
0.06608072916666667,1,1290
0.06624348958333333,1,42466
0.06640625,1,131996
0.06656901041666667,1,4802
0.06673177083333333,1,48612
0.06689453125,1,28998
0.06705729166666667,1,61292
0.06722005208333333,1,51859
0.0673828125,1,133075
0.06754557291666667,1,27660
0.06770833333333333,1,34259
0.06787109375,1,57717
0.06803385416666667,1,398566
0.06819661458333333,1,31576
0.068359375,1,212086
0.06852213541666667,1,35
0.06868489583333333,1,50520
0.06884765625,1,32524
0.06901041666666667,1,268582
0.06917317708333333,1,42245
0.0693359375,1,9622
0.06949869791666667,1,25459
0.06966145833333333,1,61650
0.06982421875,1,267219
0.06998697916666667,1,262234
0.07014973958333333,1,266302
0.0703125,1,134006
0.07047526041666667,1,15165
0.07063802083333333,1,17253
0.07080078125,1,394895
0.07096354166666667,1,3275
0.07112630208333333,1,269616
0.0712890625,1,197520
0.07145182291666667,1,139721
0.07161458333333333,1,24492
0.07177734375,1,138181
0.07194010416666667,1,263476
0.07210286458333333,1,262502
0.072265625,1,59766
0.07242838541666667,1,24867
0.07259114583333333,1,51653
0.07275390625,1,43404
0.07291666666666667,1,263665
