ix_id,asn,ip,count,overall_percentage,ixp_percentage
1,2906,206.126.238.97,5,8.738995921877641e-06,4.552452907150902e-05
1,2906,206.126.236.238,6,1.0486795106253169e-05,5.462943488581082e-05
1,2914,206.126.236.12,1522,0.0026601503586195538,0.013857666649367346
1,293,206.126.236.137,812,0.0014192129377129288,0.007393183521213065
1,297,206.126.237.220,2490,0.004352019969095066,0.022671215477611494
1,29748,206.126.236.135,24,4.1947180425012675e-05,0.0002185177395432433
1,29791,206.126.236.163,824,0.0014401865279254353,0.007502442390984686
1,29838,206.126.237.9,145,0.0002534308817344516,0.0013202113430737614
1,29933,206.126.236.225,4,6.991196737502113e-06,3.6419623257207215e-05
1,30103,206.126.239.82,67,0.00011710254535316038,0.0006100286895582208
1,30600,206.126.239.57,38,6.641636900627008e-05,0.00034598642094346856
1,31898,206.126.236.113,2585,0.004518060891610741,0.02353618152997016
1,31939,206.126.236.154,12,2.0973590212506338e-05,0.00010925886977162164
1,32098,206.126.236.58,9309,0.016270262607351794,0.08475756822533549
1,32133,206.126.237.178,62,0.00010836354943128276,0.0005645041604867119
1,32133,206.126.237.77,67,0.00011710254535316038,0.0006100286895582208
1,32181,206.126.237.81,30,5.243397553126585e-05,0.0002731471744290541
1,3223,206.126.236.169,2311,0.004039163915091845,0.02104143733685147
1,32244,206.126.238.138,192,0.0003355774434001014,0.0017481419163459463
1,32286,206.126.237.84,2,3.4955983687510565e-06,1.8209811628603607e-05
1,32308,206.126.237.112,9,1.5730192659379752e-05,8.194415232871624e-05
1,32308,206.126.237.120,1,1.7477991843755283e-06,9.104905814301804e-06
1,32425,206.126.237.158,42,7.340756574377218e-05,0.00038240604420067574
1,32590,206.126.237.222,2,3.4955983687510565e-06,1.8209811628603607e-05
1,32590,206.126.237.32,2,3.4955983687510565e-06,1.8209811628603607e-05
1,32703,206.126.238.85,162,0.00028314346786883555,0.0014749947419168922
1,32787,206.126.236.219,1393,0.0024346842638351108,0.012683133799322415
1,3292,206.126.236.59,1077,0.0018823797215724437,0.009805983562003042
1,32934,206.126.236.183,7,1.2234594290628698e-05,6.373434070011262e-05
1,32934,206.126.236.191,5,8.738995921877641e-06,4.552452907150902e-05
1,3300,206.126.237.17,58,0.00010137235269378064,0.0005280845372295047
1,3303,206.126.236.147,927,0.0016202098439161148,0.008440247689857773
1,3320,206.126.236.94,91,0.00015904972577817308,0.0008285464291014641
1,33353,206.126.237.115,34,5.942517226876796e-05,0.00030956679768626133
1,33353,206.126.236.175,2,3.4955983687510565e-06,1.8209811628603607e-05
1,33445,206.126.237.187,18,3.1460385318759505e-05,0.00016388830465743247
1,33604,206.126.237.11,1,1.7477991843755283e-06,9.104905814301804e-06
1,35280,206.126.238.91,1935,0.003381991421766647,0.01761799275067399
1,36236,206.126.236.3,19,3.320818450313504e-05,0.00017299321047173428
1,3630,206.126.236.146,14,2.4469188581257397e-05,0.00012746868140022525
1,36351,206.126.237.199,11,1.922579102813081e-05,0.00010015396395731984
1,36351,206.126.236.185,194,0.0003390730417688525,0.00176635172797455
1,36459,206.126.237.205,1,1.7477991843755283e-06,9.104905814301804e-06
1,36459,206.126.237.27,2,3.4955983687510565e-06,1.8209811628603607e-05
1,36692,206.126.236.128,15,2.6216987765632926e-05,0.00013657358721452705
1,3737,206.126.236.133,101,0.00017652771762192835,0.0009195954872444822
1,37468,206.126.238.56,266,0.0004649145830438905,0.00242190494660428
1,37721,206.126.236.40,16,2.7964786950008452e-05,0.00014567849302882886
1,393713,206.126.237.142,29,5.068617634689032e-05,0.0002640422686147523
1,39386,206.126.238.66,256,0.00044743659120013524,0.0023308558884612618
1,393950,206.126.236.7,62,0.00010836354943128276,0.0005645041604867119
1,394111,206.126.236.145,5,8.738995921877641e-06,4.552452907150902e-05
1,394151,206.126.236.178,7,1.2234594290628698e-05,6.373434070011262e-05
1,394354,206.126.237.107,61,0.00010661575024690722,0.00055539925467241
1,395354,206.126.238.35,728,0.0012723978062253846,0.006628371432811713
1,39572,206.126.239.61,38,6.641636900627008e-05,0.00034598642094346856
1,396298,206.126.236.114,6,1.0486795106253169e-05,5.462943488581082e-05
1,397095,206.126.237.49,1,1.7477991843755283e-06,9.104905814301804e-06
1,398334,206.126.237.67,3,5.243397553126584e-06,2.731471744290541e-05
1,398465,206.126.236.209,658,0.0011500518633190977,0.005991028025810587
1,399668,206.126.239.73,3,5.243397553126584e-06,2.731471744290541e-05
1,399728,206.126.236.243,441,0.0007707794403096079,0.0040152634641070955
1,40128,206.126.236.211,2,3.4955983687510565e-06,1.8209811628603607e-05
1,40217,206.126.238.27,10,1.7477991843755282e-05,9.104905814301804e-05
1,40220,206.126.236.139,71,0.0001240937420906625,0.0006464483128154281
1,40428,206.126.236.192,16,2.7964786950008452e-05,0.00014567849302882886
1,40526,206.126.237.247,3,5.243397553126584e-06,2.731471744290541e-05
1,40526,206.126.237.246,3,5.243397553126584e-06,2.731471744290541e-05
1,40627,206.126.236.232,10,1.7477991843755282e-05,9.104905814301804e-05
1,40676,206.126.236.167,321,0.0005610435381845446,0.002922674766390879
1,41095,206.126.236.120,182,0.00031809945155634615,0.0016570928582029282
1,4181,206.126.236.64,1252,0.002188244578838161,0.01139934207950586
1,42,206.126.236.111,81,0.00014157173393441777,0.0007374973709584461
1,4229,206.126.237.98,68,0.00011885034453753591,0.0006191335953725227
1,4229,206.126.237.131,19,3.320818450313504e-05,0.00017299321047173428
1,4230,206.126.237.55,1146,0.0020029778652943552,0.010434222063189866
1,43996,206.126.237.41,6,1.0486795106253169e-05,5.462943488581082e-05
1,4455,206.126.237.43,33,5.767737308439244e-05,0.00030046189187195955
1,44654,206.126.236.213,3,5.243397553126584e-06,2.731471744290541e-05
1,45102,206.126.238.65,1,1.7477991843755283e-06,9.104905814301804e-06
1,4557,206.126.238.199,208,0.0003635422303501099,0.0018938204093747752
1,45758,206.126.237.75,78,0.0001363283363812912,0.0007101826535155407
1,46261,206.126.237.25,684,0.0011954946421128614,0.006227755576982434
1,4637,206.126.237.239,9828,0.01717737038404269,0.08948301434295812
1,46450,206.126.238.2,32,5.5929573900016905e-05,0.0002913569860576577
1,46489,206.126.237.193,1,1.7477991843755283e-06,9.104905814301804e-06
1,46616,206.126.237.6,1,1.7477991843755283e-06,9.104905814301804e-06
1,4775,206.126.237.90,253,0.0004421931936470086,0.0023035411710183563
1,4826,206.126.237.175,1664,0.002908337842800879,0.015150563274998202
1,4922,206.126.237.59,232,0.00040548941077512256,0.0021123381489180186
1,49544,206.126.237.210,129,0.00022546609478444314,0.0011745328500449327
1,52320,206.126.237.123,52428,0.09163361563844019,0.477352002032215
1,53334,206.126.238.52,5,8.738995921877641e-06,4.552452907150902e-05
1,53991,206.126.236.161,6,1.0486795106253169e-05,5.462943488581082e-05
1,5400,206.126.236.140,1199,0.0020956112220662584,0.010916782071347863
1,54054,206.126.237.179,37,6.466856982189454e-05,0.0003368815151291668
1,54113,206.126.237.169,3,5.243397553126584e-06,2.731471744290541e-05
1,54113,206.126.237.168,3,5.243397553126584e-06,2.731471744290541e-05
1,54825,206.126.238.202,53,9.2633356771903e-05,0.00048256000815799564
1,54825,206.126.238.87,13,2.2721389396881867e-05,0.00011836377558592345
1,54994,206.126.236.67,43,7.515536492814771e-05,0.00039151095001497757
1,55219,206.126.237.194,3,5.243397553126584e-06,2.731471744290541e-05
1,55219,206.126.237.195,1,1.7477991843755283e-06,9.104905814301804e-06
1,55247,206.126.238.55,1,1.7477991843755283e-06,9.104905814301804e-06
1,55256,206.126.237.221,7,1.2234594290628698e-05,6.373434070011262e-05
1,5650,206.126.237.215,4747,0.008296802728230633,0.043220987900490664
1,577,206.126.236.203,1729,0.0030219447897852883,0.01574238215292782
1,57976,206.126.237.174,44,7.690316411252325e-05,0.00040061585582927935
1,59605,206.126.237.125,2966,0.005183972380857817,0.027005150645219148
1,59865,206.126.238.88,6,1.0486795106253169e-05,5.462943488581082e-05
1,60171,206.126.238.93,17,2.971258613438398e-05,0.00015478339884313067
1,6057,206.126.236.189,2983,0.005213684966992201,0.027159934044062282
1,6079,206.126.236.25,605,0.0010574185065471945,0.005508468017652591
1,6128,206.126.236.150,256,0.00044743659120013524,0.0023308558884612618
1,61461,206.126.236.143,151,0.00026391767684070475,0.0013748407779595724
1,61599,206.126.238.211,81,0.00014157173393441777,0.0007374973709584461
1,6169,206.126.237.57,86,0.00015031072985629543,0.0007830219000299551
1,6181,206.126.236.90,152,0.0002656654760250803,0.0013839456837738743
1,62642,206.126.239.70,68,0.00011885034453753591,0.0006191335953725227
1,62713,206.126.239.79,22,3.845158205626162e-05,0.00020030792791463968
1,62715,206.126.237.111,4,6.991196737502113e-06,3.6419623257207215e-05
1,62856,206.126.238.196,31,5.418177471564138e-05,0.00028225208024335594
1,62887,206.126.237.58,47,8.214656166564983e-05,0.0004279305732721848
1,62955,206.126.236.224,16,2.7964786950008452e-05,0.00014567849302882886
1,63383,206.126.237.140,40,6.991196737502113e-05,0.0003641962325720722
1,64208,206.126.237.176,25,4.369497960938821e-05,0.0002276226453575451
1,64213,206.126.237.227,144,0.00025168308255007604,0.0013111064372594598
1,6461,206.126.236.86,932,0.0016289488398379922,0.008485772218929282
1,6507,206.126.237.152,4,6.991196737502113e-06,3.6419623257207215e-05
1,6614,206.126.237.91,239,0.00041772400506575127,0.002176072489618131
1,6614,206.126.237.92,1,1.7477991843755283e-06,9.104905814301804e-06
1,668,206.126.237.42,1456,0.0025447956124507692,0.013256742865623426
1,6762,206.126.236.6,127,0.00022197049641569207,0.001156323038416329
1,6774,206.126.236.228,127,0.00022197049641569207,0.001156323038416329
1,6830,206.126.236.117,1008,0.0017617815778505326,0.009177745060816218
1,6922,206.126.238.200,224,0.00039150701730011835,0.002039498902403604
1,6939,206.126.236.37,21981,0.038418373871758484,0.20013493470416796
1,701,206.126.236.194,2225,0.0038888531852355503,0.020258415436821515
1,7029,206.126.237.16,1122,0.0019610306848693426,0.010215704323646624
1,714,206.126.237.51,102,0.0001782755168063039,0.0009287003930587841
1,714,206.126.237.103,67,0.00011710254535316038,0.0006100286895582208
1,7195,206.126.238.207,337,0.000589008325134553,0.003068353259419708
1,7342,206.126.236.170,39,6.81641681906456e-05,0.00035509132675777034
1,7713,206.126.237.47,386,0.0006746504851689539,0.0035144936443204963
1,7772,206.126.236.253,3,5.243397553126584e-06,2.731471744290541e-05
1,7784,206.126.236.14,48,8.389436085002535e-05,0.0004370354790864866
1,7795,206.126.236.156,1719,0.003004466797941533,0.0156513330947848
1,7843,206.126.238.34,1642,0.0028698862607446176,0.014950255347083562
1,8075,206.126.236.148,33,5.767737308439244e-05,0.00030046189187195955
1,8075,206.126.236.17,31,5.418177471564138e-05,0.00028225208024335594
1,812,206.126.236.105,3541,0.006188956911873745,0.03224047148844269
1,8220,206.126.238.64,1798,0.0031425429335071994,0.016370620654114643
1,8309,206.126.237.197,31,5.418177471564138e-05,0.00028225208024335594
1,8359,206.126.236.180,1419,0.0024801270426288743,0.012919861350494258
1,8360,206.126.237.8,3,5.243397553126584e-06,2.731471744290541e-05
1,8781,206.126.236.181,177,0.00030936045563446853,0.0016115683291314192
1,8966,206.126.237.12,1035,0.0018089721558286719,0.009423577517802366
1,917,206.126.236.214,93,0.00016254532414692412,0.0008467562407300678
1,9304,206.126.237.37,142,0.000248187484181325,0.0012928966256308561
1,952,206.126.239.84,2,3.4955983687510565e-06,1.8209811628603607e-05
2,0,208.115.137.43,53,9.2633356771903e-05,0.00048256000815799564
2,0,208.115.137.25,5,8.738995921877641e-06,4.552452907150902e-05
2,0,208.115.137.104,39,6.81641681906456e-05,0.00035509132675777034
2,0,208.115.136.80,10,1.7477991843755282e-05,9.104905814301804e-05
2,0,208.115.137.205,4,6.991196737502113e-06,3.6419623257207215e-05
2,0,208.115.136.198,10,1.7477991843755282e-05,9.104905814301804e-05
2,0,208.115.136.10,5,8.738995921877641e-06,4.552452907150902e-05
2,0,208.115.137.72,2,3.4955983687510565e-06,1.8209811628603607e-05
2,10242,208.115.136.75,216,0.00037752462382511414,0.0019666596558891897
2,10310,208.115.136.17,40,6.991196737502113e-05,0.0003641962325720722
2,10310,208.115.136.16,78,0.0001363283363812912,0.0007101826535155407
2,10423,208.115.136.44,1,1.7477991843755283e-06,9.104905814301804e-06
2,11062,208.115.137.55,23,4.019938124063715e-05,0.00020941283372894148
2,11114,208.115.136.232,42,7.340756574377218e-05,0.00038240604420067574
2,11114,208.115.137.213,2,3.4955983687510565e-06,1.8209811628603607e-05
2,11164,208.115.136.116,822,0.0014366909295566842,0.007484232579356083
2,11232,208.115.136.166,224,0.00039150701730011835,0.002039498902403604
2,11260,208.115.136.215,27,4.719057797813927e-05,0.0002458324569861487
2,11260,208.115.136.226,13,2.2721389396881867e-05,0.00011836377558592345
2,11272,208.115.136.201,202,0.0003530554352438567,0.0018391909744889644
2,11377,208.115.136.174,33,5.767737308439244e-05,0.00030046189187195955
2,11377,208.115.136.178,1,1.7477991843755283e-06,9.104905814301804e-06
2,11550,208.115.136.114,84,0.00014681513148754436,0.0007648120884013515
2,11666,208.115.136.131,14,2.4469188581257397e-05,0.00012746868140022525
2,11686,208.115.136.135,38,6.641636900627008e-05,0.00034598642094346856
2,11796,208.115.136.76,76,0.00013283273801254015,0.0006919728418869371
2,11796,208.115.137.39,32,5.5929573900016905e-05,0.0002913569860576577
2,11870,208.115.136.57,1,1.7477991843755283e-06,9.104905814301804e-06
2,11979,208.115.137.105,423,0.0007393190549908485,0.003851375159449663
2,12033,208.115.136.139,9,1.5730192659379752e-05,8.194415232871624e-05
2,12083,208.115.136.191,2148,0.003754272648038635,0.019557337689120276
2,12189,208.115.137.54,42,7.340756574377218e-05,0.00038240604420067574
2,12200,208.115.136.14,419,0.0007323278582533463,0.0038149555361924555
2,1239,208.115.136.11,2762,0.004827421347245209,0.025147749859101582
2,13030,208.115.137.167,103,0.00018002331599067942,0.0009378052988730858
2,13335,208.115.136.180,818,0.001429699732819182,0.007447812956098875
2,13414,208.115.136.171,4,6.991196737502113e-06,3.6419623257207215e-05
2,13428,208.115.137.24,137,0.00023944848825944737,0.0012473720965593472
2,13727,208.115.136.117,13,2.2721389396881867e-05,0.00011836377558592345
2,13807,208.115.136.240,169,0.00029537806215946427,0.0015387290826170048
2,13855,208.115.136.162,12,2.0973590212506338e-05,0.00010925886977162164
2,14340,208.115.136.222,31,5.418177471564138e-05,0.00028225208024335594
2,14363,208.115.137.169,20,3.4955983687510564e-05,0.0001820981162860361
2,14537,208.115.137.168,97,0.00016953652088442625,0.000883175863987275
2,14609,208.115.136.126,9,1.5730192659379752e-05,8.194415232871624e-05
2,14630,208.115.137.100,2,3.4955983687510565e-06,1.8209811628603607e-05
2,14630,208.115.137.200,1,1.7477991843755283e-06,9.104905814301804e-06
2,14907,208.115.136.238,7,1.2234594290628698e-05,6.373434070011262e-05
2,14928,208.115.136.81,3,5.243397553126584e-06,2.731471744290541e-05
2,15133,208.115.136.59,18,3.1460385318759505e-05,0.00016388830465743247
2,15133,208.115.136.144,19,3.320818450313504e-05,0.00017299321047173428
2,15169,208.115.136.21,125,0.00021847489804694103,0.0011381132267877256
2,15169,208.115.137.21,32,5.5929573900016905e-05,0.0002913569860576577
2,15305,208.115.136.4,12,2.0973590212506338e-05,0.00010925886977162164
2,15412,208.115.136.242,181,0.0003163516523719706,0.0016479879523886266
2,15695,208.115.137.48,3,5.243397553126584e-06,2.731471744290541e-05
2,16509,208.115.136.210,387,0.0006763982843533294,0.0035235985501347977
2,16509,208.115.136.98,324,0.0005662869357376711,0.0029499894838337843
2,16552,208.115.137.69,4,6.991196737502113e-06,3.6419623257207215e-05
2,16586,208.115.136.49,63,0.00011011134861565829,0.0005736090663010136
2,16591,208.115.136.165,90,0.00015730192659379753,0.0008194415232871624
2,17117,208.115.137.37,2,3.4955983687510565e-06,1.8209811628603607e-05
2,17143,208.115.136.209,60,0.0001048679510625317,0.0005462943488581082
2,17306,208.115.137.27,177,0.00030936045563446853,0.0016115683291314192
2,17306,208.115.136.247,6,1.0486795106253169e-05,5.462943488581082e-05
2,1828,208.115.137.64,1349,0.0023577810997225876,0.012282517943493134
2,18596,208.115.136.78,2,3.4955983687510565e-06,1.8209811628603607e-05
2,19008,208.115.136.169,19,3.320818450313504e-05,0.00017299321047173428
2,19016,208.115.136.119,53,9.2633356771903e-05,0.00048256000815799564
2,19108,208.115.136.72,324,0.0005662869357376711,0.0029499894838337843
2,19151,208.115.136.18,62,0.00010836354943128276,0.0005645041604867119
2,19310,208.115.136.41,270,0.0004719057797813926,0.002458324569861487
2,19551,208.115.136.143,271,0.00047365357896576816,0.002467429475675789
