asn,count,cc
30283,1,US
30284,2,MX;US
30286,1,US
30288,1,US
30290,1,US
30291,1,US
30292,1,US
30293,1,US
30294,1,PR
30295,1,CA
30298,1,US
30299,1,US
30301,1,US
30303,2,CA;US
30304,1,US
30305,1,US
30308,1,US
30309,1,US
30310,1,US
30311,2,GB;US
30312,1,US
30313,1,US
30317,1,US
30320,1,US
30321,1,US
30322,1,US
30323,1,CA
30324,1,CA
30325,1,US
30327,1,US
30328,1,US
30329,1,US
30330,1,US
30331,1,US
30333,1,US
30334,1,US
30335,1,US
30336,1,CA
30337,3,DE;IN;US
30338,1,US
30339,1,US
30341,1,US
30343,1,US
30346,1,US
30347,1,US
30348,1,CA
30350,1,US
30354,1,US
30355,1,CA
30356,1,US
30358,1,US
30359,1,US
30361,2,NL;US
30362,1,US
30363,1,US
30364,1,US
30366,1,US
30367,2,GB;US
30371,1,US
30372,1,US
30376,1,US
30377,1,US
30378,1,US
30379,1,US
30380,1,US
30381,1,CA
30382,1,US
30383,2,BR;US
30384,1,US
30385,1,US
30387,1,US
30390,2,FR;US
30391,1,US
30392,1,US
30393,1,US
30394,1,US
30395,1,US
30396,1,CA
30398,1,US
30400,1,CA
30401,1,US
30403,1,US
30404,1,US
30405,1,US
30406,1,CA
30407,1,CA
30408,1,US
30409,1,CA
30410,1,US
30412,1,US
30413,1,US
30414,1,CA
30415,1,US
30416,1,US
30417,2,GB;US
30418,1,US
30419,3,GB;SG;US
30423,1,US
30424,1,US
30425,1,US
30426,1,US
30428,1,US
30430,1,US
30432,1,US
30434,1,US
30435,1,US
30436,1,US
30437,3,FR;GB;US
30438,1,US
30440,1,US
30441,1,US
30442,1,US
30443,1,US
30444,1,US
30445,1,US
30447,1,US
30449,1,US
30450,1,US
30452,1,US
30454,1,US
30455,2,AE;US
30456,4,AE;AU;NL;US
30457,1,US
30458,1,US
30459,1,US
30460,1,US
30462,2,IN;US
30465,1,US
30466,1,CA
30467,1,GB
30468,1,GB
30469,1,US
30471,1,US
30472,1,US
30473,1,US
30474,1,US
30475,4,AE;DE;RU;US
30477,1,US
30478,1,US
30481,1,US
30483,1,US
30484,1,US
30488,1,US
30489,1,US
30491,1,US
30493,1,US
30494,1,US
30495,1,US
30497,1,US
30498,1,US
30499,1,US
30500,1,CA
30501,1,US
30503,1,US
30508,1,US
30510,1,US
30512,1,US
30513,1,US
30515,1,US
30517,1,US
30519,1,US
30520,1,US
30522,1,US
30523,1,US
30524,3,JP;SG;US
30525,1,US
30526,1,PR
30527,1,US
30528,1,CA
30529,1,US
30530,1,US
30532,1,US
30533,1,US
30535,1,US
30536,1,US
30537,1,US
30539,1,CA
30541,1,US
30542,1,US
30543,1,US
30545,1,US
30546,1,US
30548,1,US
30549,1,CA
30550,1,US
30551,1,US
30553,1,US
30554,1,US
30555,1,US
30558,1,US
30559,1,CA
30560,2,FR;US
30562,1,US
30563,1,US
30564,1,US
30565,1,US
30568,1,US
30569,1,US
30570,1,US
30572,1,US
30573,1,US
30574,1,US
30577,1,US
30580,1,CA
30583,1,US
30587,1,US
30588,1,US
30590,1,US
30592,1,US
30593,1,US
30595,1,US
30597,1,US
30598,1,US
30600,1,US
30601,1,US
30602,1,US
30604,1,US
30606,1,US
30610,1,US
30612,1,US
30613,1,SG
30614,1,US
30615,1,US
30616,1,US
30618,1,US
30619,1,MZ
30620,1,US
30622,1,US
30625,1,US
30626,1,US
30628,1,US
30629,1,US
30630,1,US
30633,4,AU;NL;SC;US
30634,1,US
30635,1,US
30636,1,US
30638,1,CA
30639,1,US
30640,1,US
30641,1,US
30643,1,US
30646,1,US
30647,1,US
30648,1,CA
30649,1,US
30650,1,US
30659,1,US
30663,1,US
30664,1,US
30665,1,US
30666,1,US
30667,1,US
30669,1,US
30672,1,US
30673,1,US
30674,1,US
30676,1,US
30677,1,US
30678,1,US
30679,1,US
30680,1,US
30681,1,US
30682,1,US
30685,1,US
30686,1,US
30687,1,US
30688,1,US
30689,2,JM;US
30691,1,US
30692,1,US
30694,1,US
30697,1,US
30698,1,US
30699,1,US
30703,1,US
30704,1,US
30706,1,US
30707,1,AT
30708,1,US
30709,1,US
30710,1,US
30712,1,US
30713,1,CA
30714,1,US
30715,2,CA;US
30718,1,US
30720,1,NL
30721,2,RU;VG
30722,3,DE;IT;US
30723,1,HU
30725,1,PL
30729,1,RU
30730,1,PL
30731,1,PL
30733,1,RU
30734,1,TR
30735,1,UA
30736,1,DK
30737,1,NO
30738,1,CZ
30739,1,AT
30740,1,GB
30741,1,FR
30742,1,DE
30744,1,IL
30745,1,RU
30746,2,GB;US
30749,1,RU
30753,1,PL
30754,1,FI
30756,1,GB
30758,1,TR
30761,1,FR
30764,1,CZ
30766,1,DE
30767,1,RU
30768,1,RU
30769,1,GB
30771,1,UA
30774,1,DE
30775,1,LT
30778,1,PL
30779,1,UA
30781,1,FR
30782,1,PL
30784,1,RU
30785,1,NL
30786,1,CH
30787,1,DE
30790,1,UA
30791,1,DE
30793,1,PL
30795,1,SE
30797,1,RU
30798,1,FI
30800,2,NL;US
30801,1,FR
30803,1,GB
30811,1,SE
30812,1,RU
30813,1,PL
30815,1,SA
30816,1,PL
30818,1,IS
30821,1,SE
30822,1,RU
30823,20,AE;BG;DE;ES;FR;GB;GE;HR;IR;JO;LT;NL;PK;PL;RS;RU;SE;SK;TR;US
30825,1,DE
30827,1,GB
30830,1,NL
30831,1,RU
30833,1,RU
30835,1,RU
30836,1,HU
30838,1,PL
30839,1,FR
30840,1,TR
30841,1,HR
30844,4,GB;MU;TZ;ZM
30846,1,ES
30847,1,GB
30848,2,IT;NL
30849,1,UA
30850,1,GR
30851,1,PL
30852,1,RU
30853,1,RU
30854,1,RU
30855,1,RU
30856,1,RU
30857,1,SA
30859,1,UA
30860,5,DE;GB;RU;UA;US
30862,1,CH
30864,1,IE
30866,1,IL
30869,1,RU
30870,1,NL
30871,1,RU
30873,2,US;YE
30875,1,NL
30877,1,RU
30879,1,NL
30880,1,SE
30881,1,RU
30882,1,BH
30884,1,PL
30885,1,RO
30886,2,CZ;UA
30889,2,CA;FR
30890,1,RO
30891,1,UA
30892,1,ES
30893,1,SE
30894,1,GB
30896,1,KE
30898,1,SK
30900,2,CA;IE
30902,1,IR
30904,1,HU
30905,1,HR
30907,1,FR
30909,1,GB
30910,1,RU
30911,1,RU
30914,2,FR;GB
30915,1,DE
30916,1,CY
30917,1,HU
30919,1,FR
30920,1,RU
30922,1,RU
30923,1,PL
30924,1,RU
30925,1,NL
30928,1,RU
30929,1,SK
30931,1,GB
30933,1,GB
30934,1,CH
30935,1,CH
30936,1,RU
30937,2,ES;NL
30938,2,BD;GB
30939,1,ES
30941,1,DE
30943,1,RU
30948,1,RO
30950,1,NO
30952,1,RU
30953,1,RU
30960,1,RU
30962,1,DE
30967,3,GB;HK;US
30968,1,RU
30969,4,GB;MU;ZM;ZW
30971,1,AT
30972,1,FR
30973,1,CH
30975,1,PL
30978,1,FI
30981,3,AE;AF;DE
30982,1,TG
30983,1,MA
30985,2,ML;SN
30986,2,GH;US
30987,1,ER
30988,2,GH;NG
30990,1,DJ
30992,1,CM
30993,1,EG
30995,1,EG
30997,1,GH
30998,1,NG
30999,1,MU
31000,1,UA
31003,1,GB
31004,1,CH
31007,1,DE
31008,1,RU
31009,1,UA
31010,1,DE
31011,1,BG
31012,1,HR
31014,1,BG
31017,1,RO
31019,1,NL
31020,1,NO
31023,1,UA
31026,1,PL
31027,4,DE;DK;NL;SE
31028,1,RU
31029,1,BG
31032,1,PL
31033,1,IT
31034,3,ES;IT;US
31035,1,UA
31036,1,RU
31037,1,LB
31038,1,RO
31042,3,CY;ME;RS
31043,1,IT
31044,1,UA
31045,1,PL
31048,1,GB
31049,1,DE
31050,1,GB
31051,1,CH
31052,1,CH
31054,1,DE
31055,1,DE
31056,2,DE;NL
31059,2,LV;RU
31060,1,SI
31061,1,UA
31062,1,UA
31064,1,NL
31065,1,EG
31067,1,IT
31069,1,UA
31072,1,UA
31074,1,RO
31078,1,DE
31079,1,NL
31080,1,PL
31081,1,EE
31082,1,ES
31083,2,BG;PA
31084,1,GB
31085,1,TR
31086,1,IT
31087,1,IT
31088,1,RU
31091,1,UA
31092,1,IL
31095,1,AT
31097,1,CH
31098,1,DE
31102,1,RO
31103,2,DE;US
31105,1,PL
31106,1,PL
31108,2,NL;US
31110,1,US
31112,1,RU
31113,1,UA
31114,1,LT
31115,1,IT
31117,3,CZ;ES;SK
31121,1,IT
31122,2,IE;US
31124,1,CH
31125,1,AT
31126,1,LB
31127,1,SK
31129,1,PL
31131,1,DK
31132,1,FR
31133,3,CZ;NL;RU
31134,1,SI
31138,1,RU
31140,1,BG
31141,2,CH;GB
31143,1,BY
31144,1,IT
31145,1,UA
31146,1,AT
31147,1,DE
31148,1,UA
31149,1,UA
31151,1,GB
31152,1,AT
31154,1,BE
31158,1,UA
31161,1,RS
31162,1,IL
31163,1,RU
31164,1,ES
31165,1,PL
31167,2,FR;GA
31169,1,NO
31172,1,NL
31173,1,UA
31174,1,RU
31175,1,IR
31178,1,FR
31180,1,FR
31181,1,PL
31182,1,IR
31183,1,RU
31184,1,DE
31186,1,DE
31187,1,UA
31192,1,RU
31193,1,UA
31195,1,RU
31197,1,DE
31198,5,AE;CY;GB;RU;SA
31200,1,RU
31202,2,GB;NL
31203,1,UZ
31204,2,FR;MD
31205,1,RU
31206,1,UA
31208,1,RU
31213,1,RU
31214,1,RU
31215,1,HR
31216,3,CN;FR;US
31219,1,HU
31220,1,GB
31221,1,FR
31222,1,IT
31223,1,US
31224,1,RU
31225,1,RU
31229,1,PL
31234,1,UA
31235,1,FR
31236,1,IS
31237,1,BE
31239,1,AT
31241,1,BE
31242,1,PL
31244,2,RO;VG
31245,1,TN
31246,1,CZ
31248,1,IT
31249,1,ES
31250,1,BG
31251,1,NL
31252,1,MD
31256,1,GB
31257,1,RU
31259,1,DE
31261,1,RU
31262,1,ES
31263,1,IT
31264,1,NO
31267,1,PL
31272,1,UA
31273,1,GB
31274,1,TR
31275,1,RU
31276,1,DE
31277,1,RU
31278,1,RO
31280,1,PL
31285,1,DE
31286,1,RU
31287,2,BG;IN
31292,1,US
31293,1,BG
31294,1,RU
31297,1,HU
31298,1,BG
31303,1,IR
31304,1,PL
31305,1,UA
31306,1,PL
31307,1,TR
31308,1,BG
31310,1,PL
31313,1,RO
31314,1,RU
31315,1,PL
31317,1,DE
31319,2,CH;IT
31323,1,RU
31324,1,RU
31328,2,FR;US
31332,1,ES
31333,1,DE
31336,1,RU
31337,1,SE
31343,2,DE;UA
31344,1,RU
31345,1,BY
31346,1,ES
31347,1,CA
31348,1,DE
31349,1,CZ
31350,1,UA
31352,1,DE
31354,1,RO
31357,1,RU
31359,1,RU
31360,1,UA
31361,1,AT
31362,1,RO
31363,1,RU
31364,1,RU
31365,1,EE
31367,2,FR;US
31368,2,CZ;RU
31369,1,BG
31370,1,RU
31371,1,DE
31374,1,AT
31375,1,FR
31376,1,RU
31379,1,RU
31381,1,PL
31382,1,AT
31383,1,NL
31388,1,UA
31390,1,LB
31391,1,IL
31393,1,DK
31394,1,AT
31396,2,BE;DE
31398,1,GB
31399,1,DE
31400,3,AT;DE;NZ
31401,1,PT
31402,1,GB
31403,1,IT
31404,2,GB;IE
31409,1,PL
31411,1,IE
31412,1,PL
31413,1,PT
31415,1,RU
31416,1,SA
31417,1,IL
31418,1,ES
31420,1,BG
31423,1,PL
31424,2,CH;DE
31425,1,RU
31428,1,ES
31430,1,RU
31431,1,PL
31433,1,NL
31434,1,PL
31435,1,BG
31437,1,UA
31438,1,DE
31439,1,AT
31440,1,BG
31441,1,IS
31444,1,RU
31445,2,GB;UA
31446,1,AT
31447,1,UA
31449,1,BE
31450,1,FR
31451,1,DE
31452,1,BH
31454,1,RO
31457,1,AT
31458,1,IE
31459,1,GB
31460,1,BG
31461,1,CZ
31462,1,RU
31463,3,GB;NL;US
31465,1,KZ
31467,1,IT
31468,1,UA
31469,1,UA
31470,1,RU
31471,1,TR
31472,2,DE;GB
31473,1,AT
31474,1,GB
31476,1,IR
31477,1,NL
31479,1,ES
31480,1,RU
31481,1,DE
31483,1,RU
31484,1,RU
31486,1,TR
31489,1,UA
31490,1,BG
31492,1,UZ
31493,1,GB
31495,1,IT
31496,1,RU
31497,1,PT
31499,1,RU
31500,2,AG;RU
31503,1,RU
31504,1,UA
31505,1,PL
31507,1,SE
31510,1,AT
31511,1,BE
31512,1,RU
31514,1,RU
31515,1,GB
31517,1,DE
31518,1,DE
31521,1,DE
31522,1,BG
31525,1,KZ
31527,1,BG
31528,1,PL
31529,1,DE
31531,1,UA
31534,1,BG
31537,1,NL
31540,1,PL
31541,1,TR
31542,1,UA
31543,2,AT;IT
31545,1,SI
31547,1,US
31549,1,IR
31550,1,DE
31553,1,BE
31554,1,RO
31556,1,UA
31557,1,MD
31558,1,RU
31562,1,GB
31563,1,GR
31564,1,FR
31566,2,CZ;RU
31568,1,SE
31570,1,IT
31572,1,DE
31574,1,SE
31575,1,RU
31576,1,FR
31577,1,ES
31578,1,IL
31579,1,GR
31581,1,HU
31584,1,NL
31586,1,NL
31587,1,LB
31589,1,UA
31590,1,DK
31592,1,CH
31593,1,UA
31595,1,GB
31596,1,DE
31598,1,UA
31599,1,PL
31604,1,PL
31606,1,RO
31608,1,PL
31609,1,RO
31612,1,BE
31614,1,DE
31615,1,NL
31617,1,IT
31618,1,US
31619,1,EG
31620,1,RU
31621,1,PL
31624,1,NL
31626,1,RU
31627,1,ES
31628,1,PL
31629,1,FR
31631,1,GB
31632,1,GB
31633,1,UA
31634,1,SE
31635,1,FR
31638,2,IT;US
31639,1,FI
31641,1,GB
31642,1,SE
31643,1,RU
31644,1,SE
31645,1,TR
31646,1,PL
31649,1,RU
31651,1,FR
31653,1,ES
31654,1,TR
31655,1,GB
31659,1,GB
31660,1,FR
31662,2,AT;CH
31669,1,BE
31671,1,DE
31673,1,NL
31674,1,TR
31676,1,RO
31679,1,SK
31683,1,PL
31685,1,UA
31686,1,IT
31687,1,SI
31688,1,FR
31689,1,TR
31690,1,RU
31693,1,FR
31695,1,RU
31697,1,FR
31699,1,SA
31702,1,AT
31703,1,RU
31704,1,TR
31705,1,DE
31707,1,RU
31708,2,BG;GB
31709,1,DK
31710,1,RO
31711,1,SI
31712,2,GB;HK
31715,1,US
31716,1,RS
31720,1,RU
31721,1,AZ
31722,1,DE
31723,1,DE
31724,1,RU
31725,1,UA
31726,1,NO
31727,2,CA;GB
31732,2,AU;IR
31733,1,IE
31734,1,RO
31735,1,DE
31736,3,CH;DE;SC
31738,1,RU
31742,2,GB;HK
31743,2,GB;US
31745,1,US
31746,1,US
31747,1,US
31750,1,US
31751,1,US
31752,1,US
31753,2,NL;US
31754,1,US
31755,1,US
31756,1,US
31757,1,US
31758,1,US
31759,1,US
31761,1,US
31762,2,AT;US
31763,1,US
31764,1,US
31765,1,CA
31766,1,US
31767,1,US
31769,1,US
31770,1,US
31773,1,US
31774,1,US
31775,1,US
31776,1,US
31777,1,US
31778,1,US
31779,1,US
31780,1,US
31781,1,US
31782,1,CA
31783,1,US
31785,1,US
31786,1,US
31787,1,US
31790,2,CA;US
31791,1,US
31793,1,US
31794,1,BB
31797,1,US
31798,2,CA;CH
31799,1,US
31800,1,SE
31801,1,US
31803,1,US
31804,1,US
31806,1,US
31807,1,US
31808,1,US
31810,1,TZ
31811,1,US
31812,1,US
31813,1,US
31814,1,US
31815,1,US
31816,1,US
31817,1,US
31819,1,US
31821,1,US
31822,1,US
31823,2,SE;US
31824,1,US
31825,1,US
31826,1,US
31827,1,US
31828,1,US
31829,1,US
31830,1,US
31832,1,US
31834,1,US
31835,1,US
31836,1,US
31837,1,US
31839,1,US
31840,1,US
31841,1,US
31843,1,US
31844,1,US
31845,1,US
31848,1,US
31849,1,US
31851,2,CA;US
31852,1,US
31853,1,US
31854,1,US
31856,1,ZW
31857,1,US
31858,1,US
31859,1,US
31861,1,US
31862,1,US
31863,5,AU;BR;DE;IN;US
31864,1,US
31865,1,US
31867,1,US
31869,1,US
31871,1,US
31874,1,US
31875,1,US
31877,1,US
31880,1,US
31881,1,US
31882,1,US
31883,1,US
31884,1,US
31886,1,CA
31887,1,US
31890,1,US
31892,1,US
31893,1,US
31894,1,US
31897,1,US
31898,15,AE;AT;AU;CA;CN;CR;GB;GR;HR;IE;JP;LT;PH;SE;US
31899,1,US
31900,1,US
31902,1,US
31904,1,US
31911,1,US
31913,1,US
31914,1,CA
31915,1,US
31917,2,CA;US
31920,1,US
31921,1,US
31922,1,US
31923,1,US
31924,1,US
31927,1,US
31928,1,US
31929,1,US
31930,1,CA
31931,1,CA
31934,1,US
31937,1,US
31939,1,US
31940,1,US
31946,1,US
31947,1,US
31950,1,US
31951,1,US
31952,1,US
31955,1,US
31957,1,US
31960,1,MZ
31964,1,US
31965,1,US
31966,1,US
31967,1,US
31971,1,US
31972,3,CN;TW;US
31973,1,US
31975,1,US
31976,1,US
31977,1,US
31978,1,US
31980,1,US
31981,1,US
31982,1,US
31983,1,CA
31984,1,US
31990,1,US
31995,1,US
31996,1,US
31997,1,US
31998,1,US
31999,1,US
32000,1,US
32003,1,US
32004,1,US
32005,1,US
32006,1,CA
32008,1,US
32009,1,US
32010,1,US
32012,1,US
32013,1,US
32016,1,US
32017,1,MZ
32018,1,CA
32019,1,US
32020,1,BM
32022,1,US
32023,1,US
32025,1,US
32027,1,US
32030,1,US
32031,1,US
32032,1,US
32033,1,US
32034,3,CO;PE;US
32035,1,US
32039,1,US
32040,1,US
32041,1,US
32043,1,US
32045,1,US
32047,1,US
32048,1,US
32049,1,US
32050,1,US
32051,1,US
32052,1,US
32053,1,US
32056,1,US
32057,1,US
32058,1,US
32059,1,US
32062,1,US
32064,1,US
32066,1,US
32067,2,SE;US
32068,1,US
32071,1,US
32072,1,US
32073,1,US
32074,1,US
32075,1,US
32076,1,US
32077,1,US
32082,1,US
32083,1,US
32086,1,US
32091,1,US
32092,1,US
32093,1,US
32094,2,SE;US
32096,1,US
32097,1,US
32098,3,MX;SV;US
32099,1,US
32100,2,CA;US
32101,1,US
32102,1,US
32104,1,US
32106,1,US
32108,1,US
32109,1,US
32110,3,GB;JP;US
32111,1,US
32113,1,US
32115,1,US
32117,1,US
32118,1,US
32120,1,US
32121,1,CA
32123,1,US
32124,1,US
32125,1,US
32126,1,US
32128,1,US
32129,1,US
32130,1,GB
32132,1,US
32133,2,CA;US
32136,1,US
32138,1,US
32139,1,US
32140,1,US
32141,1,US
32142,1,US
32143,1,US
32144,1,US
32145,1,US
32146,1,US
32148,1,US
32149,1,US
32150,1,US
32152,1,US
32153,1,US
32155,1,US
32156,1,CA
32157,1,CA
32158,1,US
32160,1,US
32161,1,US
32162,1,US
32164,1,US
32165,1,US
32166,1,US
32167,1,CN
32170,1,US
32171,1,US
32172,1,US
32175,1,US
32176,1,CA
32178,1,US
32180,1,US
32181,9,AE;BG;HK;LT;NL;RO;SC;US;ZA
32182,1,US
32185,1,US
32186,1,US
32187,1,US
32189,1,PR
32190,1,US
32192,1,US
32193,1,US
32194,1,US
32197,1,US
32198,1,US
32203,1,US
32204,1,US
32205,1,US
32206,1,US
32208,1,US
32210,1,US
32212,1,US
32213,1,US
32215,1,US
32216,1,US
32217,1,US
32219,1,US
32220,1,US
32221,1,US
32222,1,US
32224,1,US
32225,1,US
32228,1,US
32229,1,US
32230,1,US
32231,1,US
32234,1,US
32236,1,US
32242,4,CN;HK;TW;VG
32243,1,US
32244,2,CA;US
32245,1,CA
32246,1,US
32247,1,CA
32248,1,US
32249,1,US
32250,1,CA
32251,2,FR;US
32252,1,US
32253,1,US
32254,1,US
32255,1,US
32256,1,US
32257,1,US
32258,1,US
32260,1,US
32261,1,US
32262,1,US
32263,2,CA;US
32264,1,US
32267,1,US
32268,1,US
32269,1,US
32270,1,US
32273,1,US
32274,1,US
32276,1,US
32277,2,CA;US
32278,1,US
32279,1,BW
32280,1,US
32281,1,US
32282,1,US
32284,1,US
32285,1,US
32286,1,US
32287,1,US
32289,1,US
32291,1,US
32293,1,US
32294,1,US
32295,1,US
32297,1,US
32298,1,US
32300,1,US
32302,1,US
32304,1,US
32305,1,US
32306,2,DK;US
32307,1,US
32308,1,US
32309,1,US
32312,1,US
32313,1,US
32315,1,CA
32318,1,US
32319,1,US
32321,1,US
32323,2,CA;US
32324,1,US
32325,1,US
32326,1,US
32328,1,US
32329,1,US
32330,1,US
32331,1,US
32332,1,US
32334,1,US
32335,1,US
32336,1,US
32337,1,US
32338,2,AI;CZ
32341,1,US
32342,1,US
32344,1,US
32346,1,US
32347,1,CA
32350,1,US
32352,1,US
32354,1,US
32355,1,US
32358,1,US
32360,1,US
32361,1,US
32362,1,US
32363,1,US
32364,1,CA
32365,1,US
32366,1,US
32367,1,US
32368,1,US
32369,1,US
32372,1,US
32373,1,US
32374,1,US
32375,1,US
32376,1,US
32377,1,US
32379,1,US
32381,1,US
32382,2,DE;US
32383,1,US
32384,1,US
32385,1,US
32386,1,US
32389,1,US
32390,1,US
32391,1,US
32393,1,US
32397,1,US
32398,1,SZ
32399,1,PH
32400,1,US
32401,1,US
32402,1,US
32403,1,US
32407,1,US
32408,1,US
32410,1,US
32411,1,US
32412,1,US
32413,1,US
32415,1,US
32417,1,US
32418,1,US
32419,1,US
32421,1,US
32424,1,CA
32425,1,US
32426,1,US
32428,1,US
32429,1,US
32430,1,US
32431,1,US
32432,1,US
32437,1,ZA
32438,1,US
32439,1,US
32440,1,US
32441,1,CA
32442,1,US
32443,1,CA
32444,1,US
32446,1,US
32447,1,US
32450,1,US
32452,1,US
32453,1,CA
32454,1,US
32456,1,US
32457,1,US
32458,1,US
32459,1,US
32460,1,US
32461,1,US
32464,1,US
32467,2,CA;US
32468,1,US
32472,1,US
32473,1,CA
32474,1,US
32475,7,BG;CA;CH;ES;GB;IN;US
32477,1,US
32478,1,US
32480,1,US
32481,1,US
32486,1,US
32487,1,US
32488,1,US
32489,5,CA;DE;IN;SC;US
32490,1,US
32491,1,CA
32492,1,US
32493,1,US
32494,1,US
32497,1,US
32498,1,US
32501,1,US
32503,1,US
32504,1,US
32505,1,US
32506,1,US
32508,1,US
32509,1,US
32510,1,US
32511,1,US
32512,1,US
32513,1,US
32516,1,US
32517,1,CA
32519,2,HK;US
32520,1,US
32521,1,CA
32522,1,US
32524,1,US
32525,1,US
32528,1,US
32529,1,US
32530,1,US
32531,1,US
32532,1,US
32533,1,US
32534,1,US
32535,1,US
32536,1,CA
32537,1,US
32538,1,US
32539,2,QA;US
32540,1,US
32544,1,US
32545,1,US
32546,1,US
32547,1,US
32549,1,US
32550,1,US
32551,1,US
32554,1,US
32555,1,CA
32556,1,US
32559,1,US
32560,1,US
32562,1,US
32563,1,CA
32564,1,CA
32565,1,US
32566,1,US
32567,1,US
32570,1,US
32571,1,US
32575,1,US
32576,1,US
32577,1,US
32578,1,US
32579,1,US
32581,1,US
32582,1,US
32583,1,US
32584,1,CA
32585,1,US
32586,2,CA;US
32587,1,US
32588,1,US
32590,5,AR;HK;JP;SG;US
32591,1,US
32592,1,US
32593,1,US
32594,1,US
32596,1,US
32599,1,US
32601,1,US
32602,1,US
32603,1,US
32605,1,US
32606,1,US
32607,1,US
32608,1,US
32611,1,DE
32612,1,US
32613,5,CA;MX;PH;SC;US
32614,1,US
32616,1,US
32617,1,US
32619,1,US
32621,1,US
32622,1,US
32624,1,US
32625,1,US
32626,1,US
32627,1,US
32629,1,US
32630,1,US
32634,1,US
32635,1,US
32636,2,CA;US
32638,1,CA
32639,1,US
32641,2,CA;US
32642,1,US
32643,1,US
32645,1,US
32646,1,US
32647,1,US
32648,1,US
32649,1,US
32650,1,US
32653,1,ZA
32654,1,US
32655,1,US
32657,1,US
32659,1,CA
32661,1,US
32662,1,US
32663,1,US
32664,1,US
32665,1,US
32666,1,US
32667,1,US
32669,1,US
32670,1,US
32671,2,DE;US
32672,1,US
32674,1,US
32678,1,CA
32680,1,US
32683,1,US
32684,1,US
32685,1,US
32686,1,US
32687,1,US
32688,1,US
32689,1,US
32691,1,US
32692,1,US
32694,1,US
32696,1,US
32699,1,US
32701,1,US
32703,1,US
32704,1,CA
32705,1,CA
32707,1,US
32708,5,CN;GB;HK;US;ZA
32709,1,US
32710,2,CA;US
32711,1,US
32713,1,US
32715,1,US
32717,1,AO
32719,1,US
32720,1,US
32721,1,US
32726,1,US
32727,2,NL;US
32728,1,US
32730,1,US
32732,1,US
32733,1,US
32735,1,CA
32736,1,US
32738,1,CA
32739,1,US
32740,1,US
32744,1,US
32746,1,US
32747,1,CA
32748,1,US
32749,1,US
32750,1,US
32751,1,US
32752,1,US
32754,1,US
32755,1,US
32756,2,CA;US
32757,1,US
32758,1,US
32760,1,US
32761,1,US
32762,1,CA
32763,1,US
32765,1,US
32766,1,US
32767,1,US
32768,1,US
32770,1,US
32771,1,US
32772,1,US
32773,1,CA
32774,1,US
32775,1,US
32776,1,US
32778,1,US
32779,1,US
32780,3,AE;US;ZA
32782,1,US
32784,1,US
32786,1,US
32787,15,AE;AU;CA;CO;DE;GB;HK;IT;JP;NL;NZ;SA;SG;TW;US
32788,1,US
32789,1,CA
32790,1,US
32792,1,US
32795,1,US
32798,1,US
32799,1,US
32800,1,US
32801,1,US
32802,1,US
32805,2,SE;US
32806,2,DE;US
32808,1,US
32809,1,US
32812,1,US
32817,1,CA
32818,1,US
32820,1,CA
32822,1,US
32823,1,US
32824,1,US
32825,1,US
32829,1,US
32830,1,US
32831,1,US
32832,1,US
32833,1,US
32834,1,US
32835,1,US
32837,1,US
32840,1,US
32841,1,US
32843,1,US
32845,1,US
32846,1,US
32847,1,US
32850,1,US
32851,1,US
32853,1,US
32854,1,US
32856,1,CA
32857,1,US
32859,1,US
32860,1,TZ
32861,1,US
32863,1,US
32864,1,CA
32866,1,US
32867,1,US
32869,1,US
32870,1,US
32871,1,US
32873,1,US
32875,3,ES;RO;US
32876,1,US
32877,1,US
32880,3,AU;GB;US
32881,1,CA
32882,1,US
32883,1,US
32884,1,US
32885,1,US
32886,1,US
32887,1,US
32889,1,US
32890,1,US
32892,1,US
32893,1,US
32894,1,US
32895,1,US
32896,1,US
32897,1,US
32899,1,US
32900,1,CA
32904,1,US
32906,1,US
32907,1,US
32908,1,US
32912,1,US
32913,1,US
32915,1,US
32916,1,US
32920,1,US
32922,1,US
32923,1,US
32924,1,US
32926,1,US
32927,1,US
32928,1,US
32929,1,US
32930,1,US
32931,2,CA;US
32932,1,US
32933,1,US
32934,5,IE;IL;SG;US;ZA
32936,1,US
32937,1,US
32938,1,US
32940,1,US
32941,1,CA
32942,1,US
32945,1,US
32946,1,US
32948,1,US
32949,1,US
32951,1,US
32952,1,US
32953,1,US
32954,1,US
32955,1,US
32957,1,US
32958,1,US
32959,1,US
32969,1,US
32970,1,US
32971,1,US
32973,1,US
32974,1,US
32977,1,US
32980,1,US
32982,1,US
32984,1,US
32986,1,US
32987,1,US
32989,1,US
32991,1,US
32992,1,US
32995,1,US
32996,1,US
32998,1,US
32999,1,US
33000,1,US
33001,2,GB;US
33003,1,US
33004,1,US
33007,2,CA;US
33008,1,US
33009,1,US
33010,1,US
33011,2,JP;US
33012,1,US
33014,1,US
33015,1,US
33016,1,US
33017,1,CA
33019,1,US
33022,1,US
33024,1,US
33025,1,US
33026,1,US
33028,2,CA;US
33029,1,US
33030,1,US
33031,1,US
33032,1,US
33038,1,US
33043,1,US
33044,1,CA
33045,1,US
33046,1,US
33051,1,US
33052,1,US
33053,1,US
33054,1,US
33055,1,US
33056,1,CA
33058,1,US
33059,1,US
33060,1,US
33062,1,US
33063,1,US
33064,1,US
33067,1,US
33069,1,US
33070,1,US
33071,1,US
33083,1,US
33084,1,US
