p,mean_hege,identifier
0.0,0.10588235294117647,2607
0.0003824091778202677,0.11614898200264052,43833
0.0007648183556405354,0.11798941798941798,17922
0.001147227533460803,0.13587672182274974,50384
0.0015296367112810707,0.13732357217644992,16247
0.0019120458891013384,0.14459706296311628,38456
0.002294455066921606,0.14493464052287583,293
0.0026768642447418736,0.14724140918993858,5580
0.0030592734225621415,0.14770602651625375,11164
0.0034416826003824093,0.15192307692307694,42673
0.0038240917782026767,0.157260101010101,263541
0.004206500956022944,0.15873015873015875,25198
0.004588910133843212,0.16109625668449198,196709
0.00497131931166348,0.16112879114281337,201053
0.005353728489483747,0.1662362132352941,12200
0.0057361376673040155,0.169195075077428,213035
0.006118546845124283,0.17096179183135704,328832
0.00650095602294455,0.17370169082125603,32109
0.006883365200764819,0.17828223708658492,60388
0.007265774378585086,0.17968027603773307,42632
0.0076481835564053535,0.18008231349807483,61599
0.00803059273422562,0.18055555555555555,55824
0.008413001912045888,0.18111875053051524,7527
0.008795411089866157,0.18181224902517082,61832
0.009177820267686425,0.18482456140350875,400282
0.009560229445506692,0.18675595238095236,28244
0.00994263862332696,0.18867521367521367,17469
0.010325047801147227,0.19475543037082618,16265
0.010707456978967494,0.19622278017275413,197524
0.011089866156787764,0.19853770817580968,23930
0.011472275334608031,0.19867149758454106,13009
0.011854684512428298,0.20267604107256415,5416
0.012237093690248566,0.20271989673612395,141137
0.012619502868068833,0.20370370370370372,19114
0.0130019120458891,0.20391786379900786,38482
0.01338432122370937,0.20467726648793558,32475
0.013766730401529637,0.20502861444473874,8167
0.014149139579349905,0.20573055028463,262706
0.014531548757170172,0.20576201201201202,58682
0.01491395793499044,0.2058823529411765,12361
0.015296367112810707,0.2060540447457283,49392
0.015678776290630976,0.20690572977158342,17941
0.01606118546845124,0.2071087216248507,23923
0.01644359464627151,0.20716288197364732,18943
0.016826003824091777,0.20827481464186381,60169
0.017208413001912046,0.2104588820427238,20340
0.017590822179732315,0.21172699849170437,135391
0.01797323135755258,0.21242038659435403,6739
0.01835564053537285,0.2125460911905103,50482
0.018738049713193115,0.21258733378408837,50928
0.019120458891013385,0.21425836606832085,137367
0.019502868068833654,0.21527202607176574,267613
0.01988527724665392,0.21906420182534675,31025
0.02026768642447419,0.2191304347826087,206264
0.020650095602294454,0.2208498023715415,262352
0.021032504780114723,0.22135076252723315,7828
0.02141491395793499,0.22322477113192943,38623
0.021797323135755258,0.22333333333333336,42541
0.022179732313575527,0.22346096096096094,197790
0.022562141491395793,0.22368558949513798,15704
0.022944550669216062,0.2240740740740741,11714
0.023326959847036328,0.22436371100164204,269478
0.023709369024856597,0.2250712250712251,3602
0.024091778202676863,0.2253110535015569,29791
0.024474187380497132,0.22677243046341344,39533
0.0248565965583174,0.22809017223910844,51373
0.025239005736137667,0.22812284334023464,4648
0.025621414913957936,0.2288868538868539,20459
0.0260038240917782,0.22911128832181463,59947
0.02638623326959847,0.22983494084190292,29884
0.02676864244741874,0.23029556650246305,39040
0.027151051625239005,0.23123468137254902,21500
0.027533460803059275,0.23158737208585387,203217
0.02791586998087954,0.2319543650793651,212708
0.02829827915869981,0.23276748971193414,35434
0.028680688336520075,0.23289215686274511,263877
0.029063097514340344,0.23312831318103833,9116
0.029445506692160613,0.23324882009816855,19844
0.02982791586998088,0.23387896825396826,263362
0.030210325047801148,0.23448275862068965,12502
0.030592734225621414,0.23465608465608465,48152
0.030975143403441683,0.2351644582405726,15600
0.03135755258126195,0.2355664488017429,39156
0.03173996175908222,0.23628290787982156,44267
0.03212237093690248,0.23646834511745443,9198
0.032504780114722756,0.23841564137616766,262532
0.03288718929254302,0.2388888888888889,263599
0.03326959847036329,0.239940356187584,44901
0.03365200764818355,0.24,265022
0.034034416826003826,0.24025974025974028,269595
0.03441682600382409,0.24072871572871574,28884
0.03479923518164436,0.24087954254280367,20562
0.03518164435946463,0.24298245614035086,12687
0.035564053537284895,0.2439558765787938,29632
0.03594646271510516,0.24488249845392707,46786
0.036328871892925434,0.2482487922705314,135423
0.0367112810707457,0.24887443599437248,262907
0.037093690248565965,0.24956730769230767,49367
0.03747609942638623,0.25067527535599793,52863
0.0378585086042065,0.25092234975796035,37075
0.03824091778202677,0.25106837606837606,30456
