p,mean_hege,identifier
0.0,0.10444444444444442,15426
0.0003351206434316354,0.11203703703703705,199231
0.0006702412868632708,0.11628477320695009,37075
0.0010053619302949062,0.12066299790356394,137367
0.0013404825737265416,0.12222130810366107,201053
0.001675603217158177,0.12223424782695143,47957
0.0020107238605898124,0.1228110599078341,50384
0.0023458445040214475,0.13234508547008547,61599
0.002680965147453083,0.1359169020715631,3676
0.0030160857908847183,0.1397883597883598,8676
0.003351206434316354,0.14053571428571426,59947
0.003686327077747989,0.1416666666666667,20928
0.004021447721179625,0.14246031746031745,31025
0.00435656836461126,0.14347826086956522,6682
0.004691689008042895,0.14635810429110918,196844
0.005026809651474531,0.1502681174221847,62929
0.005361930294906166,0.15073375916917978,61832
0.005697050938337802,0.152876807288572,45758
0.006032171581769437,0.15519323671497584,12502
0.006367292225201072,0.15833333333333333,52971
0.006702412868632708,0.16071369976604896,16265
0.0070375335120643435,0.1616386794386257,33891
0.007372654155495978,0.16246973365617434,29632
0.007707774798927614,0.16315987933634993,14065
0.00804289544235925,0.16319257427050993,11714
0.008378016085790885,0.16541353383458646,15945
0.00871313672922252,0.16637145650048873,20340
0.009048257372654156,0.1677777777777778,31195
0.00938337801608579,0.17231663929939792,57695
0.009718498659517426,0.17258665881389612,20562
0.010053619302949061,0.17424992365188632,267613
0.010388739946380697,0.17550109533302694,49392
0.010723860589812333,0.1774304430767016,13002
0.011058981233243968,0.17824074074074073,199319
0.011394101876675604,0.1799249851455734,49434
0.011729222520107238,0.18070409982174687,27678
0.012064343163538873,0.18273882518130366,7660
0.012399463806970509,0.18279486260364064,4648
0.012734584450402145,0.18472222222222223,3316
0.01306970509383378,0.18605770835771684,38880
0.013404825737265416,0.18905775546264295,9116
0.013739946380697051,0.19074074074074074,43561
0.014075067024128687,0.1932422723475355,38456
0.014410187667560321,0.1933590770258714,23855
0.014745308310991957,0.19705215419501132,49342
0.015080428954423592,0.1985199993867535,197580
0.015415549597855228,0.20692090395480225,20459
0.015750670241286863,0.20694898475666879,9264
0.0160857908847185,0.20697167755991286,57811
0.016420911528150135,0.21031746031746032,134078
0.01675603217158177,0.21053426531333222,135391
0.017091152815013406,0.21124599633951044,33920
0.01742627345844504,0.21178019566412423,9241
0.017761394101876677,0.21196253724989356,53102
0.018096514745308313,0.21244588744588744,38949
0.018431635388739945,0.21368930865866817,52376
0.01876675603217158,0.21437872119347218,2721
0.019101876675603216,0.2170653897195612,55818
0.01943699731903485,0.21796206196664322,60169
0.019772117962466487,0.21833333333333335,263684
0.020107238605898123,0.22145394316730524,53182
0.02044235924932976,0.22269286030061894,265432
0.020777479892761394,0.22334059549745824,262352
0.02111260053619303,0.225689389378339,17941
0.021447721179624665,0.22719695201312848,132884
0.0217828418230563,0.22780355449276013,29791
0.022117962466487937,0.22823547979797978,29748
0.022453083109919572,0.22959259259259257,263650
0.022788203753351208,0.230007215007215,18125
0.023123324396782843,0.23904348854048146,39040
0.023458445040214475,0.2401277665850518,39869
0.02379356568364611,0.24143744278247228,9270
0.024128686327077747,0.24346189076176436,44267
0.024463806970509382,0.24417776237336183,15395
0.024798927613941018,0.24565807848777402,38623
0.025134048257372654,0.24713058192849469,24482
0.02546916890080429,0.24809522528408726,52720
0.025804289544235925,0.24865428424456204,5580
0.02613941018766756,0.24909222948438633,17771
0.026474530831099196,0.24975213675213678,28309
0.02680965147453083,0.24996242183742182,4249
0.027144772117962467,0.2524891501072148,3597
0.027479892761394103,0.2531387360012231,19114
0.02781501340482574,0.2545731696510753,15600
0.028150134048257374,0.25634387671076814,7633
0.02848525469168901,0.256965811965812,271060
0.028820375335120642,0.25782437820001414,24489
0.029155495978552277,0.2585561372963907,262907
0.029490616621983913,0.2599565958882565,22888
0.02982573726541555,0.2617433598366134,25933
0.030160857908847184,0.2622222222222222,263905
0.03049597855227882,0.2622282608695652,28760
0.030831099195710455,0.2625375671101774,271885
0.03116621983914209,0.26291923097366904,23764
0.03150134048257373,0.2640195522440474,400282
0.03183646112600536,0.26442953330925323,262854
0.032171581769437,0.2662418749481311,23918
0.032506702412868634,0.26652520576131683,40264
0.03284182305630027,0.2683192015544957,46786
0.033176943699731905,0.268584855205245,18943
0.03351206434316354,0.2719465937676774,6774
0.033847184986595176,0.2720579128118957,33189
0.03418230563002681,0.2737176903527928,8821
0.03451742627345845,0.2743366937743184,32475
0.03485254691689008,0.2758231979660551,149208
0.03518766756032172,0.27618488443895906,50107
0.035522788203753354,0.27638384614191064,200780
0.03585790884718499,0.27714646464646464,20326
0.036193029490616625,0.2784951519916143,53167
0.036528150134048254,0.2785308008050841,28244
0.03686327077747989,0.2800925925925926,6856
0.037198391420911525,0.28062678062678065,17014
0.03753351206434316,0.28198130886100814,200845
0.037868632707774796,0.28368547032714003,51375
0.03820375335120643,0.28373571650882573,12386
0.03853887399463807,0.2863425925925926,40015
0.0388739946380697,0.28703703703703703,37440
0.03920911528150134,0.28789192915230183,3910
0.039544235924932974,0.28825389776673943,60388
0.03987935656836461,0.28836599671571317,21483
0.040214477211796246,0.28944444444444445,267221
0.04054959785522788,0.2912037037037037,7527
0.04088471849865952,0.2913352524176047,15744
0.04121983914209115,0.29168669453152213,28605
0.04155495978552279,0.2942572246516206,199524
0.041890080428954424,0.29625937003803404,328160
