p,mean_hege,identifier
0.0,0.14038863750678263,71
0.14285714285714285,0.14511000357564785,100
0.2857142857142857,0.16291202157361748,18
0.42857142857142855,0.1632154835345891,26
0.5714285714285714,0.16908591402833328,804
0.7142857142857143,0.17631760323242326,699
0.8571428571428571,0.1780220344300905,1
1.0,0.18550092933346846,31
